cid000004889	ensp00000222982	substrate
cid000002519	ensp00000222982	substrate
cid000005212	ensp00000222982	substrate
cid000003962	ensp00000222982	substrate
cid000004463	ensp00000222982	substrate
cid000060853	ensp00000222982	substrate
cid000002955	ensp00000222982	substrate
cid000002232	ensp00000222982	substrate
cid000003676	ensp00000222982	substrate
cid000003121	ensp00000222982	substrate
cid000002828	ensp00000222982	substrate
cid000002160	ensp00000222982	substrate
cid000004095	ensp00000222982	substrate
cid000005405	ensp00000222982	substrate
cid000002162	ensp00000222982	substrate
cid000004497	ensp00000222982	substrate
cid000004920	ensp00000222982	substrate
cid000216239	ensp00000222982	substrate
cid000004499	ensp00000222982	substrate
cid000002118	ensp00000222982	substrate
cid000005732	ensp00000222982	substrate
cid000005396	ensp00000222982	substrate
cid000001065	ensp00000222982	substrate
cid000003386	ensp00000222982	substrate
cid000002477	ensp00000222982	substrate
cid000004635	ensp00000222982	substrate
cid000003397	ensp00000222982	substrate
cid000003559	ensp00000222982	substrate
cid000003008	ensp00000222982	substrate
cid000065866	ensp00000222982	substrate
cid000176870	ensp00000222982	substrate
cid000002907	ensp00000222982	substrate
cid000004543	ensp00000222982	substrate
cid000005978	ensp00000222982	substrate
cid000004946	ensp00000222982	substrate
cid000002803	ensp00000222982	substrate
cid000003291	ensp00000222982	substrate
cid000002769	ensp00000222982	substrate
cid000002719	ensp00000222982	substrate
cid000005408	ensp00000222982	substrate
cid000002247	ensp00000222982	substrate
cid000054454	ensp00000222982	substrate
cid000000698	ensp00000222982	substrate
cid000005533	ensp00000222982	substrate
cid000005376	ensp00000222982	substrate
cid000003961	ensp00000222982	substrate
cid000004192	ensp00000222982	substrate
cid000004271	ensp00000222982	substrate
cid000150310	ensp00000222982	substrate
cid000002177	ensp00000222982	substrate
cid000004536	ensp00000222982	substrate
cid000443871	ensp00000222982	substrate
cid000005073	ensp00000222982	substrate
cid000004735	ensp00000222982	substrate
cid000003640	ensp00000222982	substrate
cid000005538	ensp00000222982	substrate
cid000002806	ensp00000222982	substrate
cid000003750	ensp00000222982	substrate
cid000000450	ensp00000222982	substrate
cid005353980	ensp00000222982	substrate
cid000051263	ensp00000222982	substrate
cid000003345	ensp00000222982	substrate
cid000003117	ensp00000222982	substrate
cid000003016	ensp00000222982	substrate
cid000004616	ensp00000222982	substrate
cid000110634	ensp00000222982	substrate
cid000005372	ensp00000222982	substrate
cid000005040	ensp00000222982	substrate
cid000003510	ensp00000222982	substrate
cid000005556	ensp00000222982	substrate
cid000004595	ensp00000222982	substrate
cid000002826	ensp00000222982	substrate
cid000002476	ensp00000222982	substrate
cid000005152	ensp00000222982	substrate
cid000005718	ensp00000222982	substrate
cid000005719	ensp00000222982	substrate
cid000002267	ensp00000222982	substrate
cid000003333	ensp00000222982	substrate
cid000000942	ensp00000351927	substrate
cid000002684	ensp00000351927	substrate
cid000002519	ensp00000351927	substrate
cid000077993	ensp00000351927	substrate
cid000002344	ensp00000351927	substrate
cid000002179	ensp00000351927	substrate
cid000002153	ensp00000351927	substrate
cid000004253	ensp00000351927	substrate
cid000071273	ensp00000351927	substrate
cid000002474	ensp00000351927	substrate
cid000001983	ensp00000351927	substrate
cid000003648	ensp00000351927	substrate
cid000003746	ensp00000351927	substrate
cid000001839	ensp00000351927	substrate
cid000004976	ensp00000351927	substrate
cid000002733	ensp00000351927	substrate
cid000005478	ensp00000351927	substrate
cid000148211	ensp00000351927	substrate
cid000004178	ensp00000351927	substrate
cid000004920	ensp00000351927	substrate
cid000051767	ensp00000351927	substrate
cid000005732	ensp00000351927	substrate
cid000004917	ensp00000351927	substrate
cid000004058	ensp00000351927	substrate
cid000002712	ensp00000351927	substrate
cid000002477	ensp00000351927	substrate
cid000004635	ensp00000351927	substrate
cid000176870	ensp00000351927	substrate
cid000002907	ensp00000351927	substrate
cid000002170	ensp00000351927	substrate
cid000002666	ensp00000351927	substrate
cid000002761	ensp00000351927	substrate
cid000002803	ensp00000351927	substrate
cid000003938	ensp00000351927	substrate
cid000003157	ensp00000351927	substrate
cid000004837	ensp00000351927	substrate
cid000002405	ensp00000351927	substrate
cid000002369	ensp00000342007	substrate
cid000060853	ensp00000342007	substrate
cid000002182	ensp00000342007	substrate
cid000002578	ensp00000342007	substrate
cid000000699	ensp00000342007	substrate
cid000071273	ensp00000342007	substrate
cid000002474	ensp00000342007	substrate
cid000005731	ensp00000342007	substrate
cid000001983	ensp00000342007	substrate
cid000002160	ensp00000342007	substrate
cid000004095	ensp00000342007	substrate
cid000004585	ensp00000342007	substrate
cid000001046	ensp00000342007	substrate
cid000002733	ensp00000342007	substrate
cid000004205	ensp00000342007	substrate
cid000148211	ensp00000342007	substrate
cid000001935	ensp00000342007	substrate
cid000004920	ensp00000342007	substrate
cid000004926	ensp00000342007	substrate
cid000005732	ensp00000342007	substrate
cid000145068	ensp00000342007	substrate
cid000004409	ensp00000342007	substrate
cid000060834	ensp00000342007	substrate
cid000002726	ensp00000342007	substrate
cid000003559	ensp00000342007	substrate
cid000004609	ensp00000342007	substrate
cid000176870	ensp00000342007	substrate
cid000005516	ensp00000342007	substrate
cid000004543	ensp00000342007	substrate
cid000003385	ensp00000342007	substrate
cid000002761	ensp00000342007	substrate
cid000002803	ensp00000342007	substrate
cid000002769	ensp00000342007	substrate
cid005361912	ensp00000342007	substrate
cid000005291	ensp00000342007	substrate
cid000003517	ensp00000342007	substrate
cid000000698	ensp00000342007	substrate
cid000002520	ensp00000342007	substrate
cid000151165	ensp00000342007	substrate
cid000005376	ensp00000342007	substrate
cid005001396	ensp00000342007	substrate
cid000002958	ensp00000342007	substrate
cid000003251	ensp00000342007	substrate
cid000005487	ensp00000342007	substrate
cid000057469	ensp00000342007	substrate
cid000003249	ensp00000337915	substrate
cid000002735	ensp00000337915	substrate
cid000003379	ensp00000337915	substrate
cid000000942	ensp00000337915	substrate
cid000002684	ensp00000337915	substrate
cid000071329	ensp00000337915	substrate
cid000002771	ensp00000337915	substrate
cid000005391	ensp00000337915	substrate
cid000065856	ensp00000337915	substrate
cid000002955	ensp00000337915	substrate
cid000005095	ensp00000337915	substrate
cid000002153	ensp00000337915	substrate
cid000002232	ensp00000337915	substrate
cid000003114	ensp00000337915	substrate
cid000000699	ensp00000337915	substrate
cid000040976	ensp00000337915	substrate
cid000004253	ensp00000337915	substrate
cid000071273	ensp00000337915	substrate
cid000002474	ensp00000337915	substrate
cid000040839	ensp00000337915	substrate
cid000123631	ensp00000337915	substrate
cid000002828	ensp00000337915	substrate
cid000002160	ensp00000337915	substrate
cid000003648	ensp00000337915	substrate
cid000003746	ensp00000337915	substrate
cid003055172	ensp00000337915	substrate
cid000001046	ensp00000337915	substrate
cid000002092	ensp00000337915	substrate
cid000005576	ensp00000337915	substrate
cid000002789	ensp00000337915	substrate
cid000005215	ensp00000337915	substrate
cid000004542	ensp00000337915	substrate
cid000148211	ensp00000337915	substrate
cid000004178	ensp00000337915	substrate
cid000003062	ensp00000337915	substrate
cid000004497	ensp00000337915	substrate
cid000005735	ensp00000337915	substrate
cid000002118	ensp00000337915	substrate
cid000004926	ensp00000337915	substrate
cid000005732	ensp00000337915	substrate
cid000003324	ensp00000337915	substrate
cid000004917	ensp00000337915	substrate
cid000005578	ensp00000337915	substrate
cid000000853	ensp00000337915	substrate
cid000004058	ensp00000337915	substrate
cid000000942	ensp00000360317	substrate
cid000002519	ensp00000360317	substrate
cid000041781	ensp00000360317	substrate
cid000005391	ensp00000360317	substrate
cid000002955	ensp00000360317	substrate
cid000002153	ensp00000360317	substrate
cid000003676	ensp00000360317	substrate
cid000004253	ensp00000360317	substrate
cid000001983	ensp00000360317	substrate
cid000004095	ensp00000360317	substrate
cid000004594	ensp00000360317	substrate
cid000003075	ensp00000360317	substrate
cid000005576	ensp00000360317	substrate
cid000005215	ensp00000360317	substrate
cid000002818	ensp00000360317	substrate
cid000004205	ensp00000360317	substrate
cid000004920	ensp00000360317	substrate
cid000005735	ensp00000360317	substrate
cid000005726	ensp00000360317	substrate
cid000003008	ensp00000360317	substrate
cid000003385	ensp00000360317	substrate
cid000003032	ensp00000360317	substrate
cid000002769	ensp00000360317	substrate
cid000002719	ensp00000360317	substrate
cid000002165	ensp00000360317	substrate
cid000008280	ensp00000360317	substrate
cid000005408	ensp00000360317	substrate
cid000002520	ensp00000360317	substrate
cid000004271	ensp00000360317	substrate
cid000002177	ensp00000360317	substrate
cid000004735	ensp00000360317	substrate
cid000002564	ensp00000360317	substrate
cid000005538	ensp00000360317	substrate
cid000000450	ensp00000360317	substrate
cid000001301	ensp00000360317	substrate
cid000005381	ensp00000360317	substrate
cid000004943	ensp00000360317	substrate
cid000003016	ensp00000360317	substrate
cid000006834	ensp00000360317	substrate
cid000003954	ensp00000360317	substrate
cid000004748	ensp00000360317	substrate
cid000005402	ensp00000360317	substrate
cid000001065	ensp00000360317	substrate
cid000004547	ensp00000360317	substrate
cid000123606	ensp00000360317	substrate
cid000002476	ensp00000360317	substrate
cid000002244	ensp00000360317	substrate
cid040468198	ensp00000360317	substrate
cid000002267	ensp00000360317	substrate
cid000002519	ensp00000337450	substrate
cid000005212	ensp00000337450	substrate
cid000003962	ensp00000337450	substrate
cid000060853	ensp00000337450	substrate
cid000002955	ensp00000337450	substrate
cid000003676	ensp00000337450	substrate
cid000002828	ensp00000337450	substrate
cid000004095	ensp00000337450	substrate
cid000005405	ensp00000337450	substrate
cid000002162	ensp00000337450	substrate
cid000216239	ensp00000337450	substrate
cid000004499	ensp00000337450	substrate
cid000002118	ensp00000337450	substrate
cid000005732	ensp00000337450	substrate
cid000003696	ensp00000337450	substrate
cid000001065	ensp00000337450	substrate
cid000002477	ensp00000337450	substrate
cid000004635	ensp00000337450	substrate
cid000003559	ensp00000337450	substrate
cid000003008	ensp00000337450	substrate
cid000065866	ensp00000337450	substrate
cid000002907	ensp00000337450	substrate
cid000005978	ensp00000337450	substrate
cid000002554	ensp00000337450	substrate
cid000004946	ensp00000337450	substrate
cid000003399	ensp00000337450	substrate
cid000003291	ensp00000337450	substrate
cid000002769	ensp00000337450	substrate
cid000005408	ensp00000337450	substrate
cid000002247	ensp00000337450	substrate
cid000054454	ensp00000337450	substrate
cid000005533	ensp00000337450	substrate
cid000005376	ensp00000337450	substrate
cid000150310	ensp00000337450	substrate
cid000004536	ensp00000337450	substrate
cid000443871	ensp00000337450	substrate
cid000005073	ensp00000337450	substrate
cid000003640	ensp00000337450	substrate
cid000005538	ensp00000337450	substrate
cid000003750	ensp00000337450	substrate
cid000000450	ensp00000337450	substrate
cid000051263	ensp00000337450	substrate
cid000003345	ensp00000337450	substrate
cid000003016	ensp00000337450	substrate
cid000004616	ensp00000337450	substrate
cid000005372	ensp00000337450	substrate
cid000005040	ensp00000337450	substrate
cid000005556	ensp00000337450	substrate
cid000004595	ensp00000337450	substrate
cid000002826	ensp00000337450	substrate
cid000002476	ensp00000337450	substrate
cid000005152	ensp00000337450	substrate
cid000005718	ensp00000337450	substrate
cid000005719	ensp00000337450	substrate
cid000003333	ensp00000337450	substrate
cid000004507	ensp00000337450	substrate
cid000004891	ensp00000337450	substrate
cid000002250	ensp00000337450	substrate
cid000016362	ensp00000337450	substrate
cid000002725	ensp00000337450	substrate
cid000004485	ensp00000337450	substrate
cid000002754	ensp00000337450	substrate
cid000003690	ensp00000337450	substrate
cid000003151	ensp00000337450	substrate
cid000003350	ensp00000337450	substrate
cid000005002	ensp00000337450	substrate
cid000010517	ensp00000337450	substrate
cid000004666	ensp00000337450	substrate
cid000060795	ensp00000337450	substrate
cid000003143	ensp00000337450	substrate
cid003086686	ensp00000337450	substrate
cid000006009	ensp00000337450	substrate
cid000003303	ensp00000337450	substrate
cid000071360	ensp00000337450	substrate
cid000000942	ensp00000260682	substrate
cid000002519	ensp00000260682	substrate
cid000041781	ensp00000260682	substrate
cid000077993	ensp00000260682	substrate
cid000003476	ensp00000260682	substrate
cid000005391	ensp00000260682	substrate
cid000002153	ensp00000260682	substrate
cid000003676	ensp00000260682	substrate
cid000005656	ensp00000260682	substrate
cid000082146	ensp00000260682	substrate
cid000001983	ensp00000260682	substrate
cid000002160	ensp00000260682	substrate
cid000003648	ensp00000260682	substrate
cid000003715	ensp00000260682	substrate
cid000004095	ensp00000260682	substrate
cid000005405	ensp00000260682	substrate
cid000005576	ensp00000260682	substrate
cid000004205	ensp00000260682	substrate
cid000054786	ensp00000260682	substrate
cid000005735	ensp00000260682	substrate
cid000002118	ensp00000260682	substrate
cid000004926	ensp00000260682	substrate
cid000005732	ensp00000260682	substrate
cid051508717	ensp00000260682	substrate
cid000002978	ensp00000260682	substrate
cid000004248	ensp00000260682	substrate
cid000002662	ensp00000260682	substrate
cid000005726	ensp00000260682	substrate
cid000003559	ensp00000260682	substrate
cid000003008	ensp00000260682	substrate
cid000004543	ensp00000260682	substrate
cid000002761	ensp00000260682	substrate
cid000002769	ensp00000260682	substrate
cid000008280	ensp00000260682	substrate
cid000005408	ensp00000260682	substrate
cid000000698	ensp00000260682	substrate
cid000002727	ensp00000260682	substrate
cid000000942	ensp00000324648	substrate
cid000005523	ensp00000324648	substrate
cid000003255	ensp00000324648	substrate
cid000005391	ensp00000324648	substrate
cid000003676	ensp00000324648	substrate
cid000071273	ensp00000324648	substrate
cid000003121	ensp00000324648	substrate
cid000002160	ensp00000324648	substrate
cid000004095	ensp00000324648	substrate
cid000002789	ensp00000324648	substrate
cid000004178	ensp00000324648	substrate
cid000004058	ensp00000324648	substrate
cid000003696	ensp00000324648	substrate
cid000003386	ensp00000324648	substrate
cid000003008	ensp00000324648	substrate
cid000002761	ensp00000324648	substrate
cid000003032	ensp00000324648	substrate
cid000002769	ensp00000324648	substrate
cid000000698	ensp00000324648	substrate
cid000004192	ensp00000324648	substrate
cid000002564	ensp00000324648	substrate
cid000003241	ensp00000324648	substrate
cid000005538	ensp00000324648	substrate
cid000003750	ensp00000324648	substrate
cid000004004	ensp00000324648	substrate
cid000004943	ensp00000324648	substrate
cid000003016	ensp00000324648	substrate
cid000006834	ensp00000324648	substrate
cid000003954	ensp00000324648	substrate
cid000008271	ensp00000324648	substrate
cid000004748	ensp00000324648	substrate
cid000002341	ensp00000324648	substrate
cid000004116	ensp00000324648	substrate
cid000005195	ensp00000324648	substrate
cid000004927	ensp00000324648	substrate
cid000004746	ensp00000324648	substrate
cid000003100	ensp00000324648	substrate
cid000003562	ensp00000324648	substrate
cid000003690	ensp00000324648	substrate
cid000003151	ensp00000324648	substrate
cid000003821	ensp00000324648	substrate
cid000005206	ensp00000324648	substrate
cid000003303	ensp00000324648	substrate
cid000003380	ensp00000324648	substrate
cid000002811	ensp00000324648	substrate
cid000003377	ensp00000324648	substrate
cid010465263	ensp00000324648	substrate
cid000148127	ensp00000324648	substrate
cid000004184	ensp00000324648	substrate
cid006918456	ensp00000324648	substrate
cid024847866	ensp00000252945	substrate
cid000003405	ensp00000252945	substrate
cid000004055	ensp00000252945	substrate
cid000003404	ensp00000252945	substrate
cid000002519	ensp00000252945	substrate
cid000002771	ensp00000252945	substrate
cid000003226	ensp00000252945	substrate
cid000002955	ensp00000252945	substrate
cid000002153	ensp00000252945	substrate
cid000001983	ensp00000252945	substrate
cid000005576	ensp00000252945	substrate
cid000005215	ensp00000252945	substrate
cid000004064	ensp00000252945	substrate
cid000004178	ensp00000252945	substrate
cid000001065	ensp00000252945	substrate
cid000003008	ensp00000252945	substrate
cid000004609	ensp00000252945	substrate
cid000003291	ensp00000252945	substrate
cid000008280	ensp00000252945	substrate
cid000004473	ensp00000252945	substrate
cid000060612	ensp00000252945	substrate
cid000000698	ensp00000252945	substrate
cid000005376	ensp00000252945	substrate
cid000002564	ensp00000252945	substrate
cid000003763	ensp00000252945	substrate
cid000003310	ensp00000252945	substrate
cid000006834	ensp00000252945	substrate
cid005281007	ensp00000252945	substrate
cid000004595	ensp00000252945	substrate
cid000123606	ensp00000252945	substrate
cid000003331	ensp00000252945	substrate
cid000004116	ensp00000252945	substrate
cid000005426	ensp00000252945	substrate
cid000004819	ensp00000252945	substrate
cid000004923	ensp00000252945	substrate
cid000002585	ensp00000252945	substrate
cid000000444	ensp00000252945	substrate
cid000003562	ensp00000252945	substrate
cid000005735	ensp00000252945	substrate
cid000004212	ensp00000252945	substrate
cid000009433	ensp00000252945	substrate
cid000005206	ensp00000252945	substrate
cid000000739	ensp00000252945	substrate
cid000005429	ensp00000252945	substrate
cid000002206	ensp00000252945	substrate
cid024847866	ensp00000360372	substrate
cid000000942	ensp00000360372	substrate
cid000077993	ensp00000360372	substrate
cid000005391	ensp00000360372	substrate
cid000004623	ensp00000360372	substrate
cid000002344	ensp00000360372	substrate
cid000002955	ensp00000360372	substrate
cid000004171	ensp00000360372	substrate
cid000005656	ensp00000360372	substrate
cid000054840	ensp00000360372	substrate
cid000002474	ensp00000360372	substrate
cid000004737	ensp00000360372	substrate
cid000004095	ensp00000360372	substrate
cid000003075	ensp00000360372	substrate
cid000005576	ensp00000360372	substrate
cid000002789	ensp00000360372	substrate
cid000004064	ensp00000360372	substrate
cid000005478	ensp00000360372	substrate
cid000002576	ensp00000360372	substrate
cid000004926	ensp00000360372	substrate
cid000005732	ensp00000360372	substrate
